DATENUM,DATE,SYMBOL,NAME,SECTOR,CMP,VALUATION,FAIRRANGE,PE,SECTORPE,MARKETCAP,MKCAPTYPE,TREND,FUNDAMENTAL,MOMENTUM,DERATIO,PRICETOSALES,PLEDGE,QBS,QBS%,AGS,AGS%,VALUATION_DCF,VALUATION_GRAHAM,VALUATION_EARNING,VALUATION_BOOKVALUE,VALUATION_SALES
20250112,12-Jan-2025,ENERGYDEV,Energy Development Company Limited,Power,24.56,Fairly Valued,0-0,45.67,0,118,Micro Cap,Sell Trend,Moderate Financials,Good Momentum,1.52,3.38,0.00,3(10),30%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,ENGINERSIN,Engineers India Limited,Construction,173.08,Overvalued,0-0,26.27,0,9723,Small Cap,Sell Trend,Moderate Financials,Strong Momentum,0.00,3.26,0.00,4(10),40%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,ENIL,Entertainment Network (India) Limited,"Media, Entertainment & Publication",166.14,Fairly Valued,0-0,34.56,0,792,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,0.00,1.50,0.00,2(10),20%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,ENTERO,Entero Healthcare Solutions Limited,Consumer Services,1410.95,Undervalued,0-0,86.22,0,6160,Small Cap,Sell Trend,Moderate Financials,New Listing,0.17,1.39,0.00,5(10),50%,New Listing),16 Feb 24,0,0,0,0,0
20250112,12-Jan-2025,EPACK,EPACK Durable Limited,Consumer Durables,568.45,Overvalued,0-0,114.28,0,5444,Small Cap,Buy Trend,Poor Financials,New Listing,0.37,2.78,0.00,2(10),20%,New Listing),30 Jan 24,0,0,0,0,0
20250112,12-Jan-2025,EPIGRAL,Epigral Limited,Chemicals,1744.55,Fairly Valued,0-0,25.63,0,7524,Small Cap,Sell Trend,Great Financials,Good Momentum,0.77,3.31,0.00,8(10),80%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,EPL,EPL Limited,Capital Goods,248.6,Fairly Valued,0-0,30.55,0,7932,Small Cap,Sell Trend,Good Financials,Good Momentum,0.39,1.94,0.00,7(10),70%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,EQUIPPP,Equippp Social Impact Technologies Limited,Information Technology,24.61,Overvalued,0-0,0.00,0,254,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,0.29,90.80,0.00,0(10),0%,1(5),20%,0,0,0,0,0
20250112,12-Jan-2025,EQUITASBNK,Equitas Small Finance Bank Limited,Financial Services,68.23,Undervalued,0-0,17.33,0,7766,Small Cap,Buy Trend,Moderate Financials,Weak Momentum,0.00,1.31,0.00,5(10),50%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,ERIS,Eris Lifesciences Limited,Healthcare,1287.4,Fairly Valued,0-0,50.30,0,17529,Small Cap,Sell Trend,Good Financials,Weak Momentum,1.06,7.05,18.51,6(10),60%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,ESABINDIA,Esab India Limited,Capital Goods,5382.65,Overvalued,0-0,48.67,0,8265,Small Cap,Sell Trend,Great Financials,Strong Momentum,0.00,6.31,0.00,10(10),100%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,ESAFSFB,ESAF Small Finance Bank Limited,Financial Services,38.01,Fairly Valued,0-0,69.54,0,1960,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.00,0.49,0.00,5(10),50%,0(4),0%,0,0,0,0,0
20250112,12-Jan-2025,ESCORTS,Escorts Kubota Limited,Capital Goods,3405.9,Fairly Valued,0-0,33.01,0,38073,Mid Cap,Sell Trend,Good Financials,Strong Momentum,0.00,4.12,0.00,6(10),60%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,ESSARSHPNG,Essar Shipping Limited,Services,33.71,Fairly Valued,0-0,1.40,0,702,Micro Cap,Sell Trend,Moderate Financials,Strong Momentum,-0.94,4.51,0.00,3(10),30%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,ESSENTIA,Integra Essentia Limited,Textiles,2.98,Undervalued,0-0,34.21,0,320,Micro Cap,Sell Trend,Good Financials,Weak Momentum,0.06,0.86,0.00,6(10),60%,4(9),44%,0,0,0,0,0
20250112,12-Jan-2025,ESTER,Ester Industries Limited,Capital Goods,157.06,Overvalued,0-0,0.00,0,1476,Micro Cap,Buy Trend,Moderate Financials,Good Momentum,1.08,1.27,0.00,4(10),40%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,ETHOSLTD,Ethos Limited,Consumer Durables,2742.1,Overvalued,0-0,74.10,0,6713,Small Cap,Sell Trend,Good Financials,Strong Momentum,0.01,6.08,0.00,6(10),60%,8(10),80%,0,0,0,0,0
20250112,12-Jan-2025,EUREKAFORB,Eureka Forbes Limited,Consumer Durables,578.2,Overvalued,0-0,89.92,0,11170,Small Cap,Sell Trend,Good Financials,New Listing,0.01,4.82,53.66,7(10),70%,New Listing),11 Sep 24,0,0,0,0,0
20250112,12-Jan-2025,EUROTEXIND,Eurotex Industries and Exports Limited,Textiles,14.37,Overvalued,0-0,0.00,0,13,Micro Cap,Buy Trend,Poor Financials,Good Momentum,-1.40,9.82,0.00,0(10),0%,4(8),50%,0,0,0,0,0
20250112,12-Jan-2025,EVEREADY,Eveready Industries India Limited,Fast Moving Consumer Goods,380.05,Overvalued,0-0,36.62,0,2761,Micro Cap,Sell Trend,Good Financials,Weak Momentum,0.74,2.13,0.01,6(10),60%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,EVERESTIND,Everest Industries Limited,Construction Materials,688.6,Overvalued,0-0,104.23,0,1093,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,0.08,0.65,0.00,0(10),0%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,EXCEL,Excel Realty N Infra Limited,Services,0.87,Undervalued,0-0,59.80,0,134,Micro Cap,Sell Trend,Poor Financials,Strong Momentum,0.00,23.07,0.00,2(10),20%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,EXCELINDUS,Excel Industries Limited,Chemicals,1254.5,Fairly Valued,0-0,20.69,0,1574,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.00,1.66,0.03,5(10),50%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,EXICOM,Exicom Tele-Systems Limited,Capital Goods,256.01,Fairly Valued,0-0,82.32,0,3100,Micro Cap,Sell Trend,Poor Financials,New Listing,0.04,3.20,3.05,2(10),20%,New Listing),05 Mar 24,0,0,0,0,0
20250112,12-Jan-2025,EXIDEIND,Exide Industries Limited,Automobile and Auto Components,389.1,Overvalued,0-0,39.56,0,33086,Mid Cap,Sell Trend,Moderate Financials,Strong Momentum,0.05,1.94,0.00,4(10),40%,8(10),80%,0,0,0,0,0
20250112,12-Jan-2025,EXPLEOSOL,Expleo Solutions Limited,Information Technology,1301.35,Fairly Valued,0-0,18.51,0,2020,Micro Cap,Sell Trend,Great Financials,Weak Momentum,0.00,1.99,0.00,8(10),80%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,EXXARO,Exxaro Tiles Limited,Consumer Durables,8.64,Overvalued,0-0,0.00,0,385,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,0.35,1.40,0.00,0(10),0%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,FACT,Fertilizers and Chemicals Travancore Limited,Chemicals,935.15,Overvalued,0-0,0.00,0,60576,Mid Cap,Buy Trend,Moderate Financials,Strong Momentum,0.94,14.40,0.00,4(10),40%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,FAIRCHEMOR,Fairchem Organics Limited,Chemicals,1010.05,Overvalued,0-0,31.39,0,1317,Micro Cap,Buy Trend,Moderate Financials,Weak Momentum,0.03,2.15,0.00,5(10),50%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,FAZE3Q,Faze Three Limited,Textiles,402,Overvalued,0-0,27.10,0,975,Micro Cap,Sell Trend,Good Financials,Good Momentum,0.48,1.62,0.00,7(10),70%,4(7),57%,0,0,0,0,0
20250112,12-Jan-2025,FCL,Fineotex Chemical Limited,Chemicals,299.4,Overvalued,0-0,27.84,0,3436,Micro Cap,Sell Trend,Great Financials,Good Momentum,0.01,5.93,0.00,10(10),100%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,FCSSOFT,FCS Software Solutions Limited,Information Technology,3.1,Overvalued,0-0,0.00,0,532,Micro Cap,Buy Trend,Good Financials,Weak Momentum,0.00,14.31,0.00,6(10),60%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,FDC,FDC Limited,Healthcare,488.55,Overvalued,0-0,25.15,0,7964,Small Cap,Sell Trend,Good Financials,Strong Momentum,0.00,3.84,0.00,6(10),60%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,FEDERALBNK,The Federal Bank  Limited,Financial Services,189.1,Undervalued,0-0,11.23,0,46369,Mid Cap,Sell Trend,Great Financials,Strong Momentum,0.00,1.77,0.00,10(10),100%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,FEDFINA,Fedbank Financial Services Limited,Financial Services,100.15,Undervalued,0-0,13.94,0,3734,Micro Cap,Sell Trend,Good Financials,New Listing,0.00,2.06,0.00,7(10),70%,New Listing),30 Nov 23,0,0,0,0,0
20250112,12-Jan-2025,FELDVR,Future Enterprises Limited,Consumer Services,4.77,Overvalued,0-0,0.27,0,20,Micro Cap,Sell Trend,,Weak Momentum,,0.00,0.00,0(0),,1(6),17%,0,0,0,0,0
20250112,12-Jan-2025,FIBERWEB,Fiberweb (India) Limited,Textiles,51.17,Undervalued,0-0,12.82,0,147,Micro Cap,Sell Trend,Good Financials,Weak Momentum,0.04,1.74,0.00,6(10),60%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,FIEMIND,Fiem Industries Limited,Automobile and Auto Components,1456.05,Undervalued,0-0,20.66,0,3838,Micro Cap,Sell Trend,Great Financials,Strong Momentum,0.00,1.73,0.00,9(10),90%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,FILATEX,Filatex India Limited,Textiles,55.56,Overvalued,0-0,21.37,0,2473,Micro Cap,Sell Trend,Moderate Financials,Good Momentum,0.19,0.59,0.00,5(10),50%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,FILATFASH,Filatex Fashions Limited,Textiles,0.7,Overvalued,0-0,64.14,0,600,Micro Cap,Sell Trend,Moderate Financials,New Listing,0.02,3.42,0.00,4(10),40%,New Listing),06 May 24,0,0,0,0,0
20250112,12-Jan-2025,FINCABLES,Finolex Cables Limited,Capital Goods,1039.05,Fairly Valued,0-0,22.72,0,15881,Small Cap,Sell Trend,Moderate Financials,Strong Momentum,0.00,3.07,0.00,5(10),50%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,FINEORG,Fine Organic Industries Limited,Chemicals,4457.55,Overvalued,0-0,31.07,0,13655,Small Cap,Sell Trend,Great Financials,Weak Momentum,0.00,6.26,0.00,8(10),80%,2(10),20%,0,0,0,0,0
20250112,12-Jan-2025,FINOPB,Fino Payments Bank Limited,Financial Services,310.55,Fairly Valued,0-0,27.58,0,2577,Micro Cap,Sell Trend,Good Financials,Weak Momentum,0.00,14.84,0.00,6(10),60%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,FINPIPE,Finolex Industries Limited,Capital Goods,219.7,Overvalued,0-0,17.05,0,13666,Small Cap,Sell Trend,Poor Financials,Weak Momentum,0.07,3.24,0.00,2(10),20%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,FIRSTCRY,Brainbees Solutions Limited,Consumer Services,544.25,Fairly Valued,0-0,0.00,0,27948,Small Cap,Sell Trend,Poor Financials,New Listing,0.18,4.31,0.00,1(10),10%,New Listing),13 Aug 24,0,0,0,0,0
20250112,12-Jan-2025,FIVESTAR,Five-Star Business Finance Limited,Financial Services,676.85,Undervalued,0-0,20.46,0,19892,Small Cap,Sell Trend,Great Financials,Weak Momentum,0.00,7.79,0.00,10(10),100%,2(7),29%,0,0,0,0,0
20250112,12-Jan-2025,FLAIR,Flair Writing Industries Limited,Fast Moving Consumer Goods,261.05,Overvalued,0-0,24.38,0,2752,Micro Cap,Sell Trend,Good Financials,New Listing,0.05,2.77,0.00,7(10),70%,New Listing),01 Dec 23,0,0,0,0,0
20250112,12-Jan-2025,FLEXITUFF,Flexituff Ventures International Limited,Textiles,64.37,Overvalued,0-0,1.46,0,214,Micro Cap,Buy Trend,Poor Financials,Weak Momentum,-18.41,0.50,42.11,-1(10),-10%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,FLUOROCHEM,Gujarat Fluorochemicals Limited,Chemicals,3795.85,Fairly Valued,0-0,101.63,0,41675,Mid Cap,Sell Trend,Good Financials,Weak Momentum,0.34,9.28,1.37,6(10),60%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,FMGOETZE,Federal-Mogul Goetze (India) Limited.,Automobile and Auto Components,389.2,Undervalued,0-0,15.59,0,2160,Micro Cap,Sell Trend,Good Financials,Good Momentum,0.00,1.23,0.00,7(10),70%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,FMNL,Future Market Networks Limited,Services,25.96,Fairly Valued,0-0,1.75,0,155,Micro Cap,Buy Trend,Moderate Financials,Good Momentum,4.16,1.60,97.78,4(10),40%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,FOCUS,Focus Lighting and Fixtures Limited,Consumer Durables,116.48,Fairly Valued,0-0,22.77,0,783,Micro Cap,Sell Trend,Moderate Financials,Strong Momentum,0.10,3.62,0.00,4(10),40%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,FOODSIN,Foods & Inns Limited,Fast Moving Consumer Goods,104.57,Overvalued,0-0,28.09,0,763,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,1.39,0.84,18.46,3(10),30%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,FORCEMOT,FORCE MOTORS LTD,Automobile and Auto Components,6536.5,Undervalued,0-0,18.05,0,8597,Small Cap,Sell Trend,Good Financials,Good Momentum,0.23,1.14,0.00,7(10),70%,4(8),50%,0,0,0,0,0
20250112,12-Jan-2025,FORTIS,Fortis Healthcare Limited,Healthcare,687.2,Overvalued,0-0,79.12,0,51888,Mid Cap,Buy Trend,Great Financials,Strong Momentum,0.11,7.10,0.00,8(10),80%,8(10),80%,0,0,0,0,0
20250112,12-Jan-2025,FOSECOIND,Foseco India Limited,Chemicals,4041.7,Fairly Valued,0-0,36.87,0,2573,Micro Cap,Sell Trend,Great Financials,Good Momentum,0.00,5.04,0.00,10(10),100%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,FSL,Firstsource Solutions Limited,Services,378.8,Overvalued,0-0,49.89,0,26725,Small Cap,Buy Trend,Great Financials,Strong Momentum,0.22,3.83,0.00,9(10),90%,8(10),80%,0,0,0,0,0
20250112,12-Jan-2025,FUSION,Fusion Finance Limited,Financial Services,178.16,Fairly Valued,0-0,0.00,0,1795,Micro Cap,Sell Trend,Good Financials,Weak Momentum,0.00,0.69,4.48,6(10),60%,2(7),29%,0,0,0,0,0
20250112,12-Jan-2025,GABRIEL,Gabriel India Limited,Automobile and Auto Components,445.4,Undervalued,0-0,30.35,0,6397,Small Cap,Sell Trend,Great Financials,Strong Momentum,0.03,1.73,0.00,10(10),100%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,GAEL,Gujarat Ambuja Exports Limited,Fast Moving Consumer Goods,117.34,Overvalued,0-0,15.89,0,5376,Small Cap,Sell Trend,Good Financials,Weak Momentum,0.07,1.11,0.00,6(10),60%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,GAIL,GAIL (India) Limited,"Oil, Gas & Consumable Fuels",179.58,Fairly Valued,0-0,10.23,0,118089,Large Cap,Sell Trend,Moderate Financials,Strong Momentum,0.24,0.87,0.00,3(10),30%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,GALAPREC,Gala Precision Engineering Limited,Capital Goods,1165.8,Overvalued,0-0,85.94,0,1479,Micro Cap,Buy Trend,Moderate Financials,New Listing,0.70,9.03,0.00,5(10),50%,New Listing),09 Sep 24,0,0,0,0,0
20250112,12-Jan-2025,GALAXYSURF,Galaxy Surfactants Limited,Chemicals,2479.7,Overvalued,0-0,28.04,0,8786,Small Cap,Sell Trend,Great Financials,Weak Momentum,0.06,2.25,0.02,8(10),80%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,GALLANTT,Gallantt Ispat Limited,Capital Goods,332.05,Overvalued,0-0,25.05,0,7968,Small Cap,Sell Trend,Moderate Financials,Good Momentum,0.19,1.84,0.31,5(10),50%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,GANDHAR,Gandhar Oil Refinery (India) Limited,"Oil, Gas & Consumable Fuels",201.46,Overvalued,0-0,18.69,0,1972,Micro Cap,Sell Trend,Good Financials,New Listing,0.17,0.50,0.00,6(10),60%,New Listing),30 Nov 23,0,0,0,0,0
20250112,12-Jan-2025,GANDHITUBE,Gandhi Special Tubes Limited,Capital Goods,756.7,Fairly Valued,0-0,15.87,0,923,Micro Cap,Sell Trend,Great Financials,Weak Momentum,0.00,5.42,0.00,9(10),90%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,GANECOS,Ganesha Ecosphere Limited,Textiles,1780.25,Fairly Valued,0-0,53.71,0,4511,Micro Cap,Sell Trend,Moderate Financials,Strong Momentum,0.39,3.43,0.00,5(10),50%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,GANESHBE,Ganesh Benzoplast Limited,"Oil, Gas & Consumable Fuels",130.59,Fairly Valued,0-0,14.86,0,940,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.03,2.15,0.00,5(10),50%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,GANESHHOUC,Ganesh Housing Corporation Limited,Realty,1236.8,Undervalued,0-0,21.22,0,10304,Small Cap,Buy Trend,Great Financials,Strong Momentum,0.02,11.33,0.00,9(10),90%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,GANGAFORGE,Ganga Forging Limited,Capital Goods,6.72,Fairly Valued,0-0,132.44,0,91,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.35,2.33,0.00,5(10),50%,2(10),20%,0,0,0,0,0
20250112,12-Jan-2025,GANGESSECU,Ganges Securities Limited,Fast Moving Consumer Goods,181.09,Overvalued,0-0,31.66,0,180,Micro Cap,Sell Trend,Moderate Financials,Strong Momentum,0.00,9.69,0.00,5(10),50%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,GARFIBRES,Garware Technical Fibres Limited,Textiles,781.65,Fairly Valued,0-0,34.38,0,7752,Small Cap,Sell Trend,Great Financials,Strong Momentum,0.10,5.43,0.00,10(10),100%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,GARUDA,Garuda Construction and Engineering Limited,Construction,130.88,Fairly Valued,0-0,33.35,0,1215,Micro Cap,Buy Trend,Good Financials,New Listing,0.00,7.88,0.00,6(10),60%,New Listing),15 Oct 24,0,0,0,0,0
20250112,12-Jan-2025,GATECH,GACM Technologies Limited,Financial Services,0.68,Undervalued,0-0,32.76,0,46,Micro Cap,Sell Trend,Moderate Financials,New Listing,0.00,5.27,0.00,4(10),40%,New Listing),17 Aug 16,0,0,0,0,0
20250112,12-Jan-2025,GATECHDVR,GACM Technologies Limited,Financial Services,0.92,Overvalued,0-0,0.00,0,11,Micro Cap,Sell Trend,,Weak Momentum,0.00,2.62,0.00,0(0),,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,GATEWAY,Gateway Distriparks Limited,Services,79.68,Overvalued,0-0,17.56,0,3982,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.17,2.64,0.00,5(10),50%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,GEECEE,GeeCee Ventures Limited,Realty,406.7,Undervalued,0-0,16.72,0,844,Micro Cap,Sell Trend,Moderate Financials,Strong Momentum,0.00,6.14,0.00,5(10),50%,9(10),90%,0,0,0,0,0
20250112,12-Jan-2025,GEEKAYWIRE,Geekay Wires Limited,Capital Goods,93.51,Fairly Valued,0-0,12.68,0,489,Micro Cap,Sell Trend,Good Financials,Strong Momentum,0.70,1.19,0.00,7(10),70%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,GENCON,Generic Engineering Construction and Projects Limited,Realty,38.99,Fairly Valued,0-0,20.28,0,222,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.26,0.74,0.00,3(10),30%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,GENESYS,Genesys International Corporation Limited,Information Technology,1003.7,Overvalued,0-0,84.40,0,3994,Micro Cap,Buy Trend,Moderate Financials,Good Momentum,0.11,15.46,8.02,5(10),50%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,GENSOL,Gensol Engineering Limited,Capital Goods,748.45,Undervalued,0-0,32.65,0,2848,Micro Cap,Sell Trend,Good Financials,Weak Momentum,4.29,2.26,79.81,7(10),70%,2(5),40%,0,0,0,0,0
20250112,12-Jan-2025,GENUSPAPER,Genus Paper & Boards Limited,Forest Materials,20.87,Fairly Valued,0-0,192.68,0,536,Micro Cap,Sell Trend,Poor Financials,Good Momentum,0.68,0.70,9.63,1(10),10%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,GENUSPOWER,Genus Power Infrastructures Limited,Capital Goods,393.15,Undervalued,0-0,82.03,0,11963,Small Cap,Sell Trend,Good Financials,Strong Momentum,0.37,7.57,66.79,7(10),70%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,GEOJITFSL,Geojit Financial Services Limited,Financial Services,105.05,Undervalued,0-0,15.61,0,2934,Micro Cap,Sell Trend,Great Financials,Strong Momentum,0.00,3.92,0.00,8(10),80%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,GEPIL,GE Power India Limited,Capital Goods,326.7,Overvalued,0-0,26.24,0,2195,Micro Cap,Sell Trend,Poor Financials,Strong Momentum,1.48,1.47,0.00,1(10),10%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,GESHIP,The Great Eastern Shipping Company Limited,Services,937.85,Overvalued,0-0,4.73,0,13387,Small Cap,Sell Trend,Good Financials,Strong Momentum,0.24,2.39,0.00,7(10),70%,8(10),80%,0,0,0,0,0
20250112,12-Jan-2025,GFLLIMITED,GFL Limited,Financial Services,79.65,Overvalued,0-0,0.00,0,873,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,0.00,272.70,0.00,1(10),10%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,GHCL,GHCL Limited,Chemicals,681.2,Overvalued,0-0,12.30,0,6523,Small Cap,Buy Trend,Good Financials,Weak Momentum,0.07,2.01,1.10,7(10),70%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,GHCLTEXTIL,GHCL Textiles Limited,Textiles,91.4,Undervalued,0-0,18.51,0,873,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.05,0.78,1.09,3(10),30%,2(5),40%,0,0,0,0,0
20250112,12-Jan-2025,GICHSGFIN,GIC Housing Finance Limited,Financial Services,193.6,Overvalued,0-0,6.33,0,1044,Micro Cap,Sell Trend,Moderate Financials,Strong Momentum,0.00,1.01,0.00,4(10),40%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,GICRE,General Insurance Corporation of India,Financial Services,429.55,Overvalued,0-0,10.34,0,75229,Mid Cap,Buy Trend,Good Financials,Strong Momentum,0.00,2.21,0.00,7(10),70%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,GILLANDERS,Gillanders Arbuthnot & Company Limited,Fast Moving Consumer Goods,115.27,Overvalued,0-0,0.00,0,244,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.59,0.64,0.00,4(10),40%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,GILLETTE,Gillette India Limited,Fast Moving Consumer Goods,9653.05,Overvalued,0-0,69.51,0,31420,Small Cap,Sell Trend,Great Financials,Good Momentum,0.00,11.44,0.00,10(10),100%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,GINNIFILA,Ginni Filaments Limited,Textiles,29.31,Overvalued,0-0,0.00,0,251,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.40,0.51,17.43,3(10),30%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,GIPCL,Gujarat Industries Power Company Limited,Power,216.13,Overvalued,0-0,15.12,0,3256,Micro Cap,Sell Trend,Good Financials,Good Momentum,0.12,2.46,0.00,6(10),60%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,GKWLIMITED,GKW Limited,Financial Services,2349.9,Overvalued,0-0,122.21,0,1402,Micro Cap,Sell Trend,Moderate Financials,Strong Momentum,0.00,33.25,0.00,3(10),30%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,GLAND,Gland Pharma Limited,Healthcare,1782.05,Overvalued,0-0,42.51,0,29397,Mid Cap,Buy Trend,Good Financials,Weak Momentum,0.04,4.99,0.00,6(10),60%,2(10),20%,0,0,0,0,0
20250112,12-Jan-2025,GLAXO,GlaxoSmithKline Pharmaceuticals Limited,Healthcare,2190.4,Overvalued,0-0,54.96,0,37101,Mid Cap,Sell Trend,Great Financials,Strong Momentum,0.00,10.42,0.00,8(10),80%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,GLENMARK,Glenmark Pharmaceuticals Limited,Healthcare,1541.7,Overvalued,0-0,0.00,0,43477,Mid Cap,Sell Trend,Good Financials,Strong Momentum,0.13,3.59,0.00,6(10),60%,8(10),80%,0,0,0,0,0
20250112,12-Jan-2025,GLFL,Gujarat Lease Financing Limited,Financial Services,8.03,Overvalued,0-0,175.34,0,22,Micro Cap,Buy Trend,Moderate Financials,Good Momentum,0.00,,0.00,3(10),30%,4(8),50%,0,0,0,0,0
20250112,12-Jan-2025,GLOBAL,Global Education Limited,Consumer Services,69.55,Fairly Valued,0-0,10.96,0,354,Micro Cap,Sell Trend,Good Financials,Weak Momentum,0.00,4.66,0.00,7(10),70%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,GLOBALE,Globale Tessile Limited,Textiles,27.74,Fairly Valued,0-0,56.51,0,28,Micro Cap,Sell Trend,Poor Financials,New Listing,0.81,0.52,0.00,1(8),12%,New Listing),27 Aug 24,0,0,0,0,0
20250112,12-Jan-2025,GLOBALVECT,Global Vectra Helicorp Limited,Services,269.5,Fairly Valued,0-0,0.00,0,378,Micro Cap,Sell Trend,Poor Financials,Strong Momentum,1.91,0.69,0.00,1(10),10%,9(10),90%,0,0,0,0,0
20250112,12-Jan-2025,GLOBE,Globe Textiles (India) Limited,Textiles,4.93,Undervalued,0-0,18.78,0,148,Micro Cap,Sell Trend,Good Financials,Weak Momentum,0.61,0.33,0.00,6(10),60%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,GLOBUSSPR,Globus Spirits Limited,Fast Moving Consumer Goods,799.25,Fairly Valued,0-0,37.40,0,2314,Micro Cap,Sell Trend,Good Financials,Weak Momentum,0.33,0.68,0.00,6(10),60%,2(10),20%,0,0,0,0,0
20250112,12-Jan-2025,GLOSTERLTD,Gloster Limited,Forest Materials,664.1,Overvalued,0-0,0.00,0,724,Micro Cap,Sell Trend,Poor Financials,New Listing,0.17,1.21,0.00,-1(10),-10%,New Listing),26 Apr 24,0,0,0,0,0
20250112,12-Jan-2025,GLS,Glenmark Life Sciences Limited,Healthcare,1011.1,Overvalued,0-0,29.25,0,12389,Small Cap,Sell Trend,Great Financials,Good Momentum,0.00,5.62,0.00,8(10),80%,5(10),50%,0,0,0,0,0
